name,date,rating,content,like
田中ゆきや,2014年8月24日,3,オンラインにしとって曲を追加したときは歌詞見れるのにちょっとして聞くとその曲の歌詞が表示されない。どーにかしてください。,0
中尾大幹,2014年8月20日,4,無料会員のままでも曲を引き続き聴けるの？,0
哲朗芝,2014年8月23日,4,アイドル、ランダムで聴けて良いな？,0
根本航兵,2014年8月22日,5,最高です。,0
許琪,2014年8月10日,5,不錯的程式,0
junzy kitazawa,2014年8月15日,5,マルチアカウントが使いやすい,0
Rie Kimotsuki,2014年8月16日,5,( ・∀・) ｲｲﾈ！,0
OnoJerry,2014年7月13日,2,太少歌喇～只有一啲主流歌曲，一啲人唔太人識嘅歌完全搵唔到，吸引唔到我付費,1
亜紀,2014年7月17日,4,たまに通信が途切れるのを改善してもらえると最高ですっ!!,0
mitsuto maeda,2014年7月7日,4,そろっていて楽しい,0
韓徳,2014年7月11日,4,ダウンロード速いです。,0
伊藤悠貴,2014年6月12日,2,ほしい曲があまりにも少ないです。確かにいい曲だと思ったのもありました。オルゴールも良かったですが、歌ってる曲もいれた方がもっとよくなると思います。,0
西川聖也,2014年6月30日,5,他のアプリには無かった探していた曲が見つかりました。ありがとうございます❗,0
小松友介,2014年6月27日,3,曲少ないから☆3多ければ☆５なのに…。,0
K M,2014年6月13日,4,使いやすいです。好きなアーティストから、普段聞かないようなものまで親しみやすいです。,0
Yasutoshi Sano,2014年6月16日,4,スタンダードジャズをいろいろなミュージシャンが演奏したのを聴いている。とてもよい,0
なおやなおや,2014年6月18日,1,なぜに湘南の風がないんだよ。曲数少なすぎだろ。もっときょくがふえたら最高。,1
Ooo Mmm,2014年6月18日,3,曲が少ない気がします。が、使いやすいです。,0
清水貴淑,2014年6月17日,5,覺得很好！,0
佐藤悠季,2014年6月30日,1,アニソンないやんか。,0
Kenji Oguro,2014年6月21日,5,使い勝手が良くなってる!,0
Cassie Chan,2014年6月14日,3,一直自動停播,0
西岡祐太,2014年6月13日,4,めっちゃ良いよー*˙︶˙*,0
有田敏登,2014年6月30日,4,楽しめる,0
まーしー,2014年7月2日,5,色んなジャンルの音楽が聴けますし、曲の雰囲気で検索することができます。ここで新しくいい音楽を見つけました。,1
将和織田,2014年8月3日,1,インストールして新規登録しようとしたんですけど作成押したらインターネットに接続していませんって出たんですけどこれってどうしたら良いと思いますか？,0
K S,2014年5月22日,2,欲しい曲が少ないし、その割にしちゃあ高いよね,0
kotoe arai,2014年7月30日,5,ランダムに選曲できるのがいいです。,0
野村啓峻,2014年5月10日,3,欲しい曲がオルゴールしかないとかｱﾙﾉﾃﾞそれがｻﾞﾝﾈﾝﾃﾞｽ。,1
河内亨介,2014年5月24日,5,いい歌聞けて良かった,0
舘野太一,2014年5月24日,4,勝利の花びら,0
竜頭ダービー,2014年4月18日,1,曲数が少なすぎ、 アイコン使いにくい、月額高い、音質悪いやらで散々です。  LISMOのほうがまだましです。,0
山田賢治,2014年5月7日,2,980円払って最新の歌配信されないのが残念！有料で音楽とるときあるからもっと配信してさほしい,0
Yena Ann,2014年5月8日,5,K-POPがたくさん聴けるので嬉しいです。,1
星匡典,2014年4月22日,4,いいね,0
Shigeru Fujimoto,2014年3月28日,5,聴きたい曲がすぐに聴けるのが嬉しいです。  アーティストごとにまとめたいので、プレイリストの内容の編集や階層化ができると良いのですが、そういう機能が見当たりません。私の使い方が間違っているのでしょうか。,0
ピロリロリン,2014年3月25日,5,色んな昨日があって素晴らしい！！ これからも愛用したい 今まで使ってたアプリは検索出来なくなったりしてたのでこのアプリはほんとうになって欲しくないです,2
田口一成,2014年4月6日,5,このアプリはとてもいいです！ 普通に音楽も聞けるのでさいこー！でも個人的になんですが聞いた音楽の削除の仕方ってどうやってやるんですか？教えてください！お願いします。でもとてもおもしろいです！,0
tomo k.,2014年3月24日,5,タイ在住なのですが、好みのジャンルさえ合えば 絶賛できます。   AISという電話会社経由の月料金支払いが簡単で良いことと 楽曲検索のコツを掴めると芋ずる式にコレクションがふえます。  利用国で提供曲が違うようですが日本のはかなり貧弱です。代わりに新譜やメジャー作品は限定されるものの 少し古めのジャズ、ロック、ソウルとかオールディーズ ポップスとかある種のクラシックが好きなら存分に楽しめます。,1
川口まりあ,2014年4月9日,2,最近の曲少ないしEXILE有名なのにそんなんもないー,0
mayumi tamaki,2014年3月29日,4,検索しても出てこないアーティストが居るのは残念ですけど、とても音質も良くて毎日聴きまくってますヽ(=´▽`=)ﾉ💮 今は無料期間なのでいぃですが、月額もう少し低価格になれば継続するのになぁ(;_;),0
みやゆみ,2014年4月8日,5,今までいろんなの使ってきたけど、その中でkkBOXが一番良かった！,0
大和龍,2014年3月25日,2,使い方がいまいち分からないです｡ 検索してもでてこないアーティストもあるし、よくわかりません,0
松尾慎,2014年3月31日,4,もう少し楽曲が増えれば五つ星あげてもいいかなぁ,0
石川楓馬,2014年4月7日,4,使いやすいし、曲もかなり多くて文句なしですね、でもまだ入ってない曲とか増えてくといいですね。,0
Garcia MariaClara,2014年4月3日,3,普通かな…聴きたい曲がたまに無かったり…しかも料金高い…,0
伊藤彩香,2014年4月5日,5,頻繁に強制終了になるときがあるので それが改善すれば完璧です！,2
武田守弘,2014年3月25日,1,アカウントが作れないんですが！ どうしたらいいですか？,1
村松龍信,2014年3月25日,2,曲が少ない,0
tAKUYA kUMOYAMA,2014年3月26日,5,こんなんあるんや,0
さんさん,2014年3月31日,1,アカウントがつくれません,0
虎哉佐藤,2014年3月18日,5,とてもいい！,1
吉村麗葉,2014年3月19日,5,いいねいいねいいね！！！！,0
照屋佑成,2014年3月12日,5,やばい,0
Pei-Yun Sung,2014年3月16日,4,,0
冴島硬貨,2014年3月10日,1,欲しい曲が少ないしこれから増えるのかもわからないからいらない。,0
かわしまジャン,2014年2月19日,5,今までSONYのMusic Unlimitedをずーっと継続してきたのですが、KKBOXの無料体験を利用した結果メリットだらけです。MUnlimitedよりもアーティスト数が多い、動作のもたつきが無い、一部の曲で歌詞スクロール表示 などなど。デメリットはSONY製じゃないからPS3非対応とゆうことですね。,2
安藤雅,2014年2月20日,4,アプリは使いやすい。ただ、ネットワーク状態がよくないときに曲のダウンロードを開始すると、その後ネットワークが回復しても、曲のダウンロード状態のままでアプリがハングアップする。改善してほしい。,2
falke00q,2014年3月7日,5,なかなか手に入らない名盤とか、痒いところに手が届くラインナップで大変良い。 欲を言えばプレイリストの曲順を容易に変えたり出来たらなぁと、アーティスト毎の楽曲更新がまばらなのでそこを何とかしてくれれば嬉しいです,1
キンジョウヒロカズ,2014年2月13日,5,自分てきに、 いいすね！ 定額980円で 今まで、逃していた曲が 聴けるのは、とても嬉し いです。,1
悠樹,2014年2月12日,4,もう少し分野広げても良いんじゃないかなぁ。 オリジナル無かったりするし。,0
榎本勇輝,2014年2月13日,3,ずっと無料ならイイのに！,1
ヤマダセイジ,2014年2月24日,4,もう少しマニアックな曲とかも有ったらなぁって思った,0
福永洋一,2014年2月17日,5,聞きたい曲たいていあるのでいいですね,0
神原駿河,2014年2月27日,5,歌詞が見えるのは良い！,0
藤原一輝,2014年2月20日,5,コンテンツ最高,0
かんよー,2014年1月27日,1,携帯が壊れて、SIMカードと本体を交換したらログイン出来ない。 メルアドか存在しませんと出て、問い合わせすら出来ません。 解約も出来ず お金だけ取られてるのでどうにかしてください。 どこに問い合わせればいいのですか？,7
中神紗瑛,2014年1月28日,1,携帯の本体を交換して、ログインをしたら、アカウントが存在しませんになっていました。 それなのに、お金だけとられています。 おかしいので、同じメールアドレスで登録しようとしましたが、エラーになりました。  問い合わせするにも、メールアドレスがエラーになります。 どうすればいいんですか。,2
府川香里,2014年2月3日,1,有料登録したのに 30秒しか聴けない！！980円返せ！！！,1
前田篤史,2014年1月29日,1,音楽が途中で止まる。なぜ？,1
忍上原,2014年1月24日,3,定額制っていくらですか？,1
松井明美,2014年1月24日,5,良いね! KKBOX大好き,1
吉田光騎,2014年1月27日,5,very good！,0
松井こうき,2014年2月3日,5,最高！,0
川戸大輔,2014年1月28日,5,最高です(^o^)v,0
WATARU NAKAMURA,2014年1月22日,4,着うたフル買わなくていい。(笑),0
ANITA PANG,2014年1月17日,5,大好きな歌手の無くなったテープのアルバムも新たに聞こえてきて、嬉しい!!♪(^▽^o) ♪,2
渡名喜健斗,2014年1月21日,5,好きな曲取れるし オンラインでいろんな人と きいている曲を 聴くことが出来るから凄い,0
ビッグシェル,2014年1月14日,4,いいです,1
田邊まさ代,2014年1月8日,4,強制終了多いけどいいと思う,0
大城優妃,2014年1月5日,3,いいアプリですけど強制終了が多いと思う(><),0
syh pei,2014年1月13日,5,新しい音楽生活になりました！,0
ﾐｼｭｸﾐﾂﾋﾛ,2014年1月2日,5,好の歌が流れると落ち着くよ,0
村上翔,2014年1月9日,5,いいね！,0
田中智陽,2014年1月1日,5,Wonderful!:),1
Kazumasa Sawada,2013年12月18日,5,Android4.4でも正常に動作しました！サービス内容にも満足です◎,0
DJ RAIN,2013年12月16日,1,まず曲の量はまぁまぁです。 ヒップホップとかを聴く人はコアなのが入ってます。  しかし再生が遅かったり。止まったり。何も押してないのに変な曲が流れたり。 でも会員登録しました。 しかし会員登録がされてないと言うことで、何も出来ません。 問い合わせをしたら対処してくれました。,0
ナベちゃん,2013年12月12日,3,探してる曲があってもオルゴールだったり無かったりするので改善おねがいします。,1
榊健司,2014年1月4日,3,メジャーなタイトルが少なすぎる,1
池田拓哉,2013年12月2日,2,音はすごくいいし音もいい！ でも、自分が好きな曲が出てくるのとでてこないのがある！ それと急に曲がながれないと思ったらわけわからんなった！ だから、強制終了したらなおるかなおもってやったけどダメだった… なんでなったん？,0
maya ohba,2014年1月9日,5,アーティストによって売れた名曲の項目もあるし楽曲が多いです♪ Kpopはほとんど無いのでこれから増やしていってほしいです(☆∀☆) あと、billboard100みたいに月によって売れ筋の曲の項目があるともっと嬉しい！ オススメです！,0
田口愛,2013年11月23日,5,ダウンロードするのが遅い！,0
藤井誠弥,2013年12月1日,3,これのアプリ有料！？,0
松尾和義,2013年10月27日,4,プレイリストはいまいちだけど、曲の豊富さに満足しています。洋楽好きにはおすすめです。,1
nicky Kuki,2013年10月25日,5,已用2年，非常喜歡，超值又有版權！,0
non no,2016年6月21日,5,色んな聴き放題アプリの中でも一番使いやすい。アルバムを全て試聴できるのがいい。,0
柏本若菜,2013年10月31日,3,普通に使えて、いいし。 楽しい♪,0
iwa masa,2013年10月27日,5,いいね,0
KAHOU LEI,2013年11月5日,5,幾好,0
なみたち,2013年10月24日,4,とってもいい♡ 最高だと思うけど月額 高すぎて使えないから アインストール。 ほんとに残念です。 無料ならパーフェクト！,0
羅士鈞,2013年10月22日,5,Nice,0
Kun Wei Lin,2013年10月17日,3,Soso,1
Tai-En Lee,2013年10月12日,5,好き,0
無限力源大光源ラーノーアーワーロー,2013年10月9日,5,アップデートでだんだん安定して来て良いと思います♪,0
I shan Lee,2013年10月11日,5,Good,0
智美鹿又,2013年9月11日,2,入ってる曲も自分好みだし、いいんだけど 曲が途中できれてまた最初から流れる。 それがいつも。イライラする,0
岩田明美,2013年8月9日,4,いやー、いいんやけどー。今まで普通に聞けよった歌が聞けんくなるちどーゆぅこっとっすかね？'この国でゎ放送されてません'っち...(笑)マジたまがったき？しかもさー入る曲数すくなくね？ほしーい曲やらいっそんないしさー。マジテンションさがるーだ(笑)そこんところ考えほしーいっち思うばってんね!!!,0
増田彩子,2013年7月3日,1,台湾のアーティストを宣伝に使っているのに、現在の最新曲を聴く事ができない。  また、アーティストと一緒に音楽を聴いたり、他のファンとチャットが出来るハズなのに、著作権問題かで、日本国内では聴けない。チャットも使えない。 のに、通知は来る。  もう少しちゃんとしてから、日本版をリリースした方が良かったのでは？  日本のアーティストの曲数も少なすぎる。  不完全なアプリに月額980円も出せません。 広告に使われている五月天のイメージも悪くなると思います。  改善を求めます。 出来ないことが多いなら、無料でいいと感じました。,4
Googleユーザー,2012年11月9日,3,.,0
Googleユーザー,2012年11月7日,5,Valuable & enjoyed,0
Googleユーザー,2012年8月3日,4,隨身就可以聽到想聽的音樂~超棒，如果更不佔手機資源就更好了,1
Googleユーザー,2012年1月22日,1,還一直更新很想刪掉卻刪不掉讓人很生氣,8
工業ダイヤ.,2015年7月22日,4,ジャズやドローン、アンビエント、少しこ難しい音楽も、アーティスト名でまずは検索。意外にあるある。関連アーティストから知らない世界がどんどん広がります。多くのアルバムデザインをみるだけでも飽きないです。いつでもどこでも、これだけの情報を持ち歩いてると思うと凄いですね。一緒に聴く コーナーはチャットも出来て楽しいです。チャットルームは公開の範囲を設定できるようになると安心して利用できると思います。,0
yuka maki,2016年11月21日,1,お試しの時にクレジットカード番号を入力させ、無料会員は退会の手続き不要と明記しておきながら勝手に料金引き落とし。かなり詐欺まがいです。返金要求にも応じてもらえませんでした。,0
Filiarc Y,2015年3月19日,4,聞きたい洋楽が大体あって満足です。日本曲はあまり聞きませんが、以前使っていたストリーミングサービスより音質もよく満足しています。ただ、できれば洋楽名はそのままの英語で書いて欲しかったです。あとは、再生までの時間が長いので、バッファの調整ができればより良いアプリになるのではないかなと思います。違法ダウンロードの横行している日本でどれだけ流行るか期待しています。,0
太田佑,2015年10月22日,5,洋楽好きですが、私は曲数・ﾗｲﾝﾅｯﾌﾟ共に満足です。特に、ｽｶﾀﾗｲﾂの曲がこんなにたくさん聞けるとは、思ってもいませんでした。ｵﾌﾗｲﾝで聞けるのも、良いです。要望を言わせて頂くと、◎ｵﾌﾗｲﾝ再生時にも、再生ﾘｽﾄが見れると良い  ◎本ｱﾌﾟﾘ以外での音楽ﾃﾞｰﾀも聞けると良い  です。難しいとは思いますが、今後に更に期待したいと思います。それを差し引いても、充分☆５です。,0
IKKUN 16,2013年12月30日,2,全てのジャンルが中途半端かと感じます。日本でリリースする以上、もう少し邦楽に力を入れて貰えると☆5です。洋楽は他社のサービスの方が充実してるので、そちらを利用してます。まだまだ魅力あるボリュームではないですね。決して安価な方ではないので、もっと頑張ってほしいと思います。,0
ぷんぷん魚,2013年10月14日,2,リスモアンリミテッドからKKboxにリニューアル、曲数ほぼ同等… 全然同等じゃない！ アンリミテッドの時の方が使いやすかったし曲数もあった！ マジで余計な事すんなって感じだわ(-_-#),0
Nらんまる,2017年10月1日,1,このアプリはダウンロードしていませんでしたが何故か9月22日に980円が決算されてビックリしました。確かに1曲お金だして購入しましたが、こちらのKKではないです。 980円決算は変です。やってないFacebookと勝手に連携させてお金とならいで欲しい心配です。ちなみにお試し期間はありませんでした,0
Googleユーザー,2016年4月12日,4,邦楽で聞きたい楽曲が一部無い印象があり、退会して『Google Play music』を使っています。しかし、こちらのアプリの方が充実しています。あまり有名では無いバンド、アイドル、ボーカロイドを聞くのであれば、こちらの方が良いと思います。またKKBOXの会員になりたいと思います。,52
赤坂孝司,2014年9月29日,1,無料1週間とか書いてるのに1日だったり、Facebookの登録したら迷惑メールが来るようになった。欲しかった楽曲は、サイトには有るように表記していたのに、アプリから落とそうとしたらこの国は対応してません。とか。個人情報引き出す目的としか思えない。,0
遠藤洋和,2015年5月11日,1,使う用途もないのに毎月980円は払いたくありません。登録してますのでって言って毎月お金を奪いやがって！こっちではもう手の施しようがありません。このアプリ課金泥棒！,0
あかさはまや,2014年4月3日,1,Music unlimitedより良いとか書いてた人がいたけど、そんなことない。使いにくいし、言うほどアーティストは充実していない。全然デメリットだらけです。ので即アンストです。,0
萩花藤井,2015年12月20日,2,一ヶ月サービス終わっちゃったら要らないかな。それと、 perfumeとか家入レオとかがオルゴールで残念でした。,0
Shin Bridges,2018年8月21日,3,ASUS Zenfone3 Ultra 等にも、プリインストールされているアプリ。…という事は、それなりに信用できるのかも？ともいえる訳だが。…使ってみなきゃ、わからんよね。,0
一色日和,2015年12月24日,4,好きなバンドさんの曲が入ってて、嬉しいっ！が、もう少し曲を入れて欲しいです！特に最新曲や最近のアーティストさんも、取り入れて欲しいな！って思いました(๑&gt;ㅅ&lt;๑),0
まろまろ,2016年6月14日,4,1ヵ月だけ無料って言うのがやだけどそれ以外でなら使える！あとジャニーズとか入れてほしいオルゴールじゃないやつ,0
しろあつ,2017年8月7日,2,発売からかなり時間経っている曲が入っていない。リクエストも何回も出している。その前のシングルまでは出ている、なんとかして欲しいです(曲はAKBのシュートサインという曲),0
塩分たっぷりするめいか,2016年1月11日,2,一ヶ月間過ぎたら有料っていうのがちょっと…。それに、曲の数が少ない。もう少し増やして,0
稜小尾,2016年12月2日,3,オルゴール曲しか無いものなど、聞けない曲が多すぎる。アップデートしてDTS機能がついたのはとても満足している。1番困るのは、最近、アプリを開いてキャッシュしてある曲を聞こうとすると、0になっている。140曲ほどキャッシュしてあるはずですが。メモリーカードはもちろんしっかり入っています。ですが「メモリーカードが必要です」と書かれている。1日に何回も再起動させている。どうすればいいですか？,0
恭武田,2015年9月29日,3,無料って書いてあって良い機能であるからダウンロードしたのに『お客様の理解を得て月額980円……』っておかしいでしょ。だったら無料って書かないでほしいです。高校生の私には高いです！,0
ごまプリン准特等,2016年2月27日,1,マイナーな曲ってわけじゃないのに欲しい曲全然ない。申し訳無いがそっこーアンストです。,0
tomo cyanos,2016年11月5日,5,特にこれといった不具合がなく、音質に関してもとてもいいです。　　　　　　　　　　でも最近の曲が少ないのでもっと増やしてほしいかな,0
Googleユーザー,2016年12月6日,3,お試し期間が終わって有料会員登録しようとしたら「KKBOXを終了します」って出て                    有料会員登録出来ない。どうにかして,0
佐藤旭範,2016年10月1日,1,プレミアム会員登録したらいきなり機種変更前のデータになってるし！これで金とられたらマジで笑えん,0
Nomiya Jun,2016年9月17日,4,以前、SDカードにキャッシュ出来なくなったと言ってた者ですが、auのプリインストールで作成されていたフォルダをPCで削除したらキャッシュされるようになりました。au版が無くなった際の移行がうまく出来てなかったのでしょうか...。とりあえず今は快調です。キャッシュ関連の要望で、サーバーから無くなって再生出来なくなった曲を一括で削除する機能があると嬉しいですね。ランダム再生でそういう曲を再生しようとするとアプリがストールしてしまうのが残念な感じです。,0
。りこ,2016年7月23日,1,なんで一ヶ月しかフルで流れないの！一ヶ月過ぎたら30秒とかありえないから。音楽聴き放題のアプリなら、30秒とかなしでしょ。聴き放題 じゃないじゃん！意味わからんわ。。。!!!!!,0
Nexus android,2016年5月4日,1,AndroidNです。曲をタップしても再生できません。,0
ニャン五郎,2018年6月1日,1,なんかブラウザ開いてたら勝手に飛ばされたんだけど。誘導広告やめてくれません？せめて選択肢頂戴よ,0
川角さとえ,2015年10月7日,1,退会しないと自動で月額の方にいくってメールが来たんですけど、アンインストールしただけだと退会したことにならないんですか？もしそうなのであれば退会のしかたをおしえてくださーい‼（  ＴДＴ）,0
C J,2017年3月15日,3,たまに30秒くらいしか聴けない曲があるのですが何故なんでしょうか？ 会員には入っていてほとんどの曲はフルで聴けます,0
真里,2015年3月8日,1,お金かかるし、高い。ドコモのｄヒッツの方が安くて曲数多い。,0
うえゆう,2015年12月23日,2,歌詞が全く表示されないアーティストがちょくちょくいるのが、残念です。それから、自動更新(引き落とし)は月額980円、90日プランは2940円ですが、30日プランがあるほうが利用しやすいです。,0
比嘉永,2015年5月6日,1,なんでオルゴールばっかりなの？本人の声が聞きたいのに。もっとましにできないの？満足できないから星はひとつ。,0
高橋諒太,2013年6月29日,1,Lismoのunlimitedは愛用してましたがkkboxに変わったら曲が再生されるまで時間がかかり、曲の途中で何度も途切れます。とても残念ですがアンインストールします。,1
Роп ᒼᑋan,2016年7月2日,4,使いやすいから好きだけど。曲数をもう少し増やして欲しい。好きなアーティストの曲がオルゴールとかしかない😭,0
YOU Kun,2016年10月14日,1,立ち上げようとすると、デザインリニューアルしたという画面が出たあと強制終了します。今まで毎日普通に使えていたので残念です。,0
秀夫永野,2015年6月10日,3,ダウンロードするまでに  いろいろ検索してると  3GB位 使ってしまい  ダウンロードしてしまえば  再生時は  GBは 消費しないんですか？f(^_^),0
DJヒロシ,2014年10月24日,1,無料と表記してるので全部無料と思いインストールまでしたが、ログインのID作る時に規約を読んだらアプリは月額料金が必要でした。支払い方法を決める所で気がつくだろうから、詐欺ではないですが、そこまでの手間と時間は無駄になります。これは表記上、詐欺まがいかと思いますよ！！,0
たぬき,2016年5月3日,5,めちゃめちゃ良い！ヤバい！好きだわこんなの！入れようか迷ってる人はぜひ入れて！後悔しないよ！,0
くたびれたキノコ,2016年5月3日,3,ラブライブの曲や嵐の曲はオルゴール版しかないのが残念です。お願いしますちゃんとしたやつを入れてください,0
青空たくい,2016年4月13日,1,昨日、初めてインストールして、期限の表示もちゃんと1ヶ月あったのも確認したのに、今日見たら、今日が期限になってた！しかも、曲を聴いたらなんと30秒しか聴けない！最低…。コレはインストールする価値はありません。 4月13日追記　今になって詳細希望？無料期間終了のメールも来てましたけどね…。,0
エースの極み、,2016年9月17日,4,加金って出来るんですか？やり方がわかりません。,0
Mori Sena,2016年6月12日,5,めっちゃいいです！でも、１ヶ月かんしか使えないというのが残念点…,0
hannah #suzu-haru-14,2016年1月6日,2,とても使いやすくて歌詞も出てきて、お気に入りでした！けれど、、、1ヶ月立って、30秒は嫌かな。,0
香大,2016年3月9日,4,いいと思う  ギガ数かな？それが多いから減らして欲しいかな,0
黒猫,2015年10月16日,3,１ヶ月たって会員登録しなきゃ曲聞けなくなるの？それとも、会員登録しなくても大丈夫なの？,0
長谷幸夫,2016年9月9日,2,なんもねぇじゃん新しい曲が！ なんなのつまんな💢,0
miku toyoshima,2015年12月12日,3,全体的にはめっちゃいい！でも、backnumberがないのが不満！！期待を込めて星３,0
松野一松,2016年5月13日,1,途中のところから始まって途中のところで終わるんだけど！どゆこと？まともに聴けないわ！,0
Googleユーザー,2017年5月13日,2,なんか設定しても韓国語なんだけどー。あとjpop 系が聞きたい,1
氷室朱葉,2016年11月29日,1,わからない。それに、アプリの解説文には一ヶ月無料、とあるけど、アプリ入れて登録すると七日間だけ無料、と出るので退会したい。,0
Googleユーザー,2018年7月12日,1,携帯が変わるごとにログインできず。支払いが重なったりと最悪でした。,0
亀元藍斗男,2015年5月5日,1,前にもカスゴミと書いて改善とかすると言ったの直ってないじゃねえかよ直すなら直せよこっちがこまるんだよふざけんないきなり有料するとか事前言えやどうなってるんだよ,0
齊藤翔平,2016年1月23日,5,こんな音楽アプリ初めてだ。今までにない体験をした。感動、感激、感謝、完！The music  make me  happy!!!  うぉーーー！！,0
和泉三音,2015年10月17日,4,学園祭の出し物で音楽をかけるけど、どこでも音楽が聴けるように設定すれば学校でも音楽は聴いていられます。好きな曲もあって、いいと思います(*ˊ˘ˋ*),0
三山米三,2015年1月1日,5,金が、取られた、新年早々、頭不具合に、解約出来ず、皆さんも、アプリダウンロードヨーク見てから(゜_゜),1
佐藤みー,2016年5月31日,3,今まで1曲全て聞けたが いつの間にか数秒しか聞けなくなった。電話の問合せ先もないし 大変困った‼,0
伊藤亜夢,2016年2月15日,3,赤西 仁とかもっと最新曲欲しい オルゴール版があってなんで歌ってるやつがないの意味不明課金してんのになんなのw,0
とだちゃん,2016年10月8日,1,退会する画面であなたは、会員でないもしくは、退会済みと表記されているのに、月額請求がくるのはなぜでしょう？再度インストールしても、退会した状態です。これって架空請求ですよね？,0
しょー,2017年10月14日,2,更新したら「問題が発生したため、終了します」と出てきてアプリが開けなくなりました。 どうすれば開くようになりますか？,0
hiroki amaki,2017年3月1日,1,このくそ朝鮮アプリ　退会しても　引き落とししまくりやがってボケ　なめんなよ,0
Googleユーザー,2017年5月23日,1,曲がすぐ止まるしシャッフル再生出来ないしマジなんなの？ LINEミュージックの方がよっぽどつかえるな,0
happymellow39,2016年3月21日,2,インストール125%過ぎても残り－30分かかるそうで……。みんな何パーセント越えたらインストール完了されるんですか?,0
果南松浦,2016年9月25日,4,インストールして1ヶ月ぐらいは無料で聞けるし画面消してても聞けるから最高！だけどずっと無料で聞けたらもっといいな,0
love中島健人,2014年11月20日,5,台湾の歌もあって好きです。でも、アニソンが少ないので増やしてもらえたら嬉しいです。,0
komu rin,2015年4月9日,1,仮面ライダーとかスーパー戦隊とかの曲がない   特撮ものを全て入れて欲しい,0
竹元渚結,2016年2月11日,4,起動も速いし、歌手もついとんじゃけど、一ヶ月後がなあーずっーーーーと聞けたらバッチリ。ずーーと、愛用できる😍😍🙌,0
かな西内,2016年5月29日,3,最初の１ヶ月はよかったけど、そのあとは30秒しか聞けなくなった最悪１ヶ月じゃ、短いからもう少し長くしてほしい（お試し期間を）,0
ayA-XZ,2014年2月19日,2,やたらと検索すると「オルゴールバージョン」が多い。 普通の曲はなかなか巡り合えない。残念な感じ。,0
Neo Neo,2016年4月5日,4,めちゃくちゃよかった！けど金がいる。金がいらないアプリがよかったなー。金いらなかったら全部星だったなのになー。ｗｗ,0
佐々木孔大,2016年1月23日,1,退会したのに、まだ金払わさってるし、詐欺ですかぁ〜って言いたくなる,0
ゴリヨコ,2017年6月2日,1,退会できない。 以前問い合わせしていたにも関わらず、ずっと引き落としされていた。 今日auに連絡し、リモートサポートでやっと退会できた。,0
もちゅ,2016年6月8日,2,１ヶ月しか、聞けないのに曲数が少なすぎる。１ヶ月過ぎたら30秒しかきけないって、ちょっとね、、,0
chiha m,2016年1月6日,4,1ヶ月経つと30秒しか聞けないのが嫌です！それさえ直してくれれば、★5です！,0
大谷祥眞,2015年1月19日,1,使い物になりません　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　AAAの楽曲が全くない,0
本家稲荷紅い月,2016年8月21日,1,イライラさせないで下さい。詐欺罪で訴えたますよ？,0
高橋みーちゃん,2016年5月5日,3,ダウンロードしても、聴けなかったり、調べても出てこない使いづらい,0
Siho Kono,2015年9月28日,1,曲が全くない！ダンスの曲を検索すると1曲も出ませんでした！人気な曲を出すのも良いですがもっと他の曲も出してください。,0
鈴加美波,2017年8月8日,1,入れてから急激に重くなった 意味わかんないです。,0
_ crunky,2016年5月17日,1,なんか登録したら無料とか前やってたくせに無料になってない,0
酒井風花,2015年7月27日,5,ある程度聴きたい曲が集まってるのですが、やはり検索しても聴けない楽曲等もあるので、今後はそちらの方面の改善がされればこのアプリはもっと良くなる思われます！,0
里中壱磨,2015年7月2日,5,使いやすさとかは、一番いいのに料金高すぎませんか…安かったらよかったのに※付け足しで、説明の所にも料金表示してもらった方が安心して使えると思います。,0
鈴木優大,2015年7月5日,3,セカオワの曲増やして欲しい。途中で、音楽切れやすい。後、ダウンロード時間がながい,0
ヒロキング,2016年3月16日,2,曲が少なくてイランカバー曲消して本人が歌ってる曲の数増やせ,0
紫乃河野,2015年9月14日,2,関ジャニ∞の歌全部がオルゴールだったから、いややったな。それが無くなればいいんぢゃない？,0
すーすー,2016年6月14日,3,最初１ヶ月なんて聞いてない,0
わたべひろみ,2016年3月22日,2,最初は使えてたのに1回閉じてもう1回開いたらロードが長い...,0
ryuuta iiyama,2015年8月21日,2,良さそうだけどWifiだめだった！,0
ムッコロコロ助,2016年3月27日,1,まあ、所詮ポピュラーな歌しか無いでしょうね(笑)pvstarさえあれば・・・,0
たかえみ,2014年2月28日,1,これインストールしてFacebookログインしてから迷惑メールがめっちゃ来るようになったし！,0
恐竜さん,2016年9月6日,1,音楽聞き放題なのになんで月なになにってはらわなあかんの？,0
伊藤くみ,2017年7月4日,1,急に固まって動かなくなる まじでムカつく,0
太郎電,2016年5月28日,1,980円はぼったくりでしょ,0
かわべありさ,2016年2月28日,5,すっごく歌詞とかわかりやすく使いやすいし、ONE OK ROCKの曲が入ってることが1番嬉しいです(*`∀´*)１ヶ月ははやいですが、なんとか無料で過ごさせていただいてますε”ε”ε”(ﾉ* •ω• )ﾉこれからもよろしくお願いしますっっ,0
X天狐 X,2015年12月3日,3,は？意味わかんねー！       インターネットに接続してんのにインターネットに接続してくださいとか,0
