,name,date,rating,content,like
366,よもぎろす,2019年8月28日,2,歌詞見れるのはありがたいけど間違えがあります。酷いのは丸々別の曲の歌詞になってたりします。,4
367,慶生森田,2019年2月3日,1,登録時にエラー起こしまくって、何回もはじめからやり直す。1時間かかって、結局エラー画面のみ。,6
368,凪,2018年12月9日,1,更に金取るの？iPhoneでダウンロードして聞いてたからAndroidでも聞こうとして使えるかと思ったけど、アカウントログインしても有料に誘導される……アホみたい。,10
369,あんどろい,2019年1月1日,2,購入してダウンロードしたのに歌詞はオフラインじゃ見れないってどういうこと？！！これじゃここで買う意味ない、googleよりマシって程度、googleよりはマシなので★２つです！,0
370,にゃっにゃーん,2019年10月5日,1,ジャケットがおかしくなるバグがいつまでたっても、修正されない。UIの改悪。直感的に操作出来ない。,15
371,NATSUMI Kinoshita,2019年4月3日,1,アップデートしたら、ダウンロードデータ全て消えました…そして今日またダウンロードが消えたんですが、どういうことなのー！,10
372,ほりたつろう,2019年6月6日,3,曲のダウンロードが遅い。Wi-Fiのせいでは無さそうだし端末も正常。どうゆうこと,2
373,結-Yuu-,2019年7月24日,1,音がブツブツ途切れてイライラします。 アインストールも考えている程ヒドいです。 早急に対応お願いします。,6
374,河野亮太,2019年8月16日,1,今まで聴けてた曲が｢この項目はお住いの国または地域では現在使用出来ません｣と出た。ふざけんなよ！ これで料金とるなら詐欺だぞ！！！,12
375,Viola :,2019年10月3日,1,5000万曲聴き放題とか言っておいて「この地域では聴けません」とか意味が分からん 最近音が途切れることがある マジでクソ いいとこは広告がないところだけ 米津玄師が聴きたい人はやめておいたがいい,15
376,KOJI SHIRAISHI,2018年11月5日,2,ダウンロードした曲が再生できないことがある。結局ストリーミング聴くので不経済です。やっぱりplay music方がいいのか…,1
377,Googleユーザー,2019年1月29日,1,登録できずアンインストールした。数字4桁何度入力してもエラーになる。二度とやらない。,3
378,jjサラ,2018年10月8日,3,バグった？自分だけ？ プレイリスト勝手に増えてたし、 ダウンロード済みの曲がまだダウンロードしてないって出てきてました。,3
379,上島秀夫,2019年6月20日,2,ダウンロード済みの曲が消える ストレージ容量が正しくない ジャケットが切れる と、使い勝手が非常に悪いです,5
380,妖精フルる,2019年7月9日,1,再生が出来なくなりました 恐らくアプデ後からの症状と思われますのでそのうち治るとは思いますが曲の揃いも悪いですしおすすめはしません,13
381,もろもろ,2019年8月13日,1,アカウント作成できなかった ミュージックについてのレビューでは無いけど、長い手続きを二回やって二回ともリセットされたので不満,1
382,aya ring,2019年9月11日,1,ライブラリーが読み込めません。 ずっと、『問題が起こりました』のまま。,5
383,バカボンボン,2019年9月27日,1,登録に一回失敗するとファミリー契約が出来なくなりました。Androidにアップル製アプリは合わないみたいです。,2
384,Googleユーザー,2019年2月13日,1,登録したにも関わらず、再生を押すとすべての曲が早送りされたことになり一曲も聴けない。,0
385,Revolver Ocelot,2019年3月14日,1,何回もサインインさせるのやめて欲しいです。 サインインしたとしても画面がフリーズしたままで何も出来ません。(´・ω・｀),4
386,くまちゃん,2019年7月10日,1,AndroidでiTunesの曲が聞きたかったのですが全くライブラリーが開かず断念しました。 無料期間だけど解約しようかな。,15
387,近藤岳史,2020年2月1日,5,家族で使えてコスパいいです。,0
388,Mana,2019年3月27日,1,起動しても画面真っ白で全然使えない。前まで普通に使えてたのに…早く対応してください。,11
389,こまやしとさ,2019年6月13日,3,更新してから曲を再生できなくなりました。Androidですが、今までは問題なく再生できていました。,3
390,生田圭一郎,2018年12月3日,2,曲名、アーティスト名を検索してもほぼ何も出てこない。Google検索で曲を調べて、検索結果のリンクからこのアプリを開いても「現在このアイテムは日本では利用できません」と表示される。使えない。,120
391,Chiara H,2019年3月15日,1,ダウンロード済みの曲を聞こうとしても一切再生されない。全曲聞けない。クレカ登録した意味ないわ。ありえない,11
392,高野将吾,2019年5月12日,1,・再生機能が反応しなくなる ・学生資格確認のページでずっとエラーが起こる Androidだからかもしれません,9
393,たなかひでやす,2019年3月3日,3,3曲に1度くらい停止するし 開くたびにID入力がでてくる。 前はそんなことなかったのに急にでてきた。,3
394,Hayato Matsushita,2019年8月8日,1,日本版で利用できる曲が少なすぎる。より多くのアニメの曲を日本版にも追加して欲しい。,0
395,K*N*K 18,2019年9月26日,2,アートワークが崩れる現象を直すだけの何が難しいのか理解できない。いい加減にしてほしい,3
396,Googleユーザー,2019年1月26日,1,ダウンロード済みの曲もWi-Fiかモバイル通信をオンにしないと再生できなくなりました。非常に困ります。,16
397,S A,2018年9月13日,1,突然の音量低下や再生停止が頻発。ダメだ、このアプリ。,0
398,mtxg pxvg,2018年10月26日,1,iPhoneで使ってみた感想、物足りなさ980円ぼったくり感。 Androidで使ってみた感想、まともに動かず980円詐欺。,5
399,m k,2019年4月4日,1,動作が不安定。曲が再生できない。Android向けにもサービス提供しているのであればちゃんと使えるものにしてほしい。,3
400,熊谷ひなこ,2019年6月3日,1,Androidです。ライブラリが何度やっても読み込めません。対応よろしくお願いします。,6
401,Tomohiro Nakatubo,2019年6月13日,1,ライブラリがエラーとなりダウンロードした曲が再生出来ない、富士通とシャープの2台とも,2
402,田邊亮,2019年8月13日,1,有料でしかスマホ内ストレージの音楽を同期できないので仕方なく加入したのに、一向に同期できない。 詐欺アプリです。,2
403,K,2018年9月17日,1,平成の曲がやたら多いし 昭和の曲が少なすぎだし、 湘南の風とかポルグラとかアニソンとかない！！,0
404,宮田純,2019年11月17日,2,ダウンロードするとアプリが強制終了する。早急に改善して欲しい。,1
405,Minh Vu Bui,2019年4月4日,1,アップデートしたら曲が再生できなくなった。また、ダウンロード済みの曲が全部消えた。,3
406,海王蓮,2018年12月17日,1,DL して登録しようにも落ちてしまい何も出来なかった。意味が無いので直ぐにアンインストールしました。,1
407,user Google,2019年4月15日,1,再生ボタンを押しても曲が再生されず、すぐに一時停止の状態となる。Galaxy S9,1
408,spaceDGM kukumaiwu,2019年12月6日,1,アップルミュージックで再生してもいいが、たまに単品で購入もしたいけどできなくて腹立つわ,0
409,織田ゆいな,2018年9月28日,2,ある曲が、前奏だけしかきけない。 1曲なら、まだしも、5曲はないでしょ…。,0
410,黒柴,2019年6月14日,1,１年くらい使えてなくて、久し振りに起動したら無効なアカウントにされてた。金だけ搾取されたわ。泥棒くそゴミ詐欺アプリ。,0
411,まきせ,2019年10月15日,1,ファミリープランができないです。ずっと現在操作できませんの画面が続き曲を聴くことすらできません。どうなってるんですか？,8
412,Googleユーザー,2019年2月19日,1,無料3ヶ月申し込む時、キャリア決済を設定 smsに認証コードが送られ入力したがエラーになる 何度試しても同じ 久々にアップルのサービスを使おうと思ったのに大変残念,12
413,藤覇優姫,2019年4月5日,1,購入音楽が表示すらされない。 その音楽のページに行ったら再度購入させられる。,1
414,『虚偽』,2019年9月14日,3,某中華アプリに勝てる所無し iTunesと同期すればある程度使いやすくなる このアプリ単体で音楽聞くなら中華アプリ使った方が全てに置いてマシ,0
415,R Yoshida,2019年11月22日,1,聴けない曲なら表示しないでほしい、聞けるようになったら表示するとかあると,1
416,山田花子,2018年10月29日,1,Apple Musicが開けなくなりました。なんのために定額購入しているのかわかりません。なおしてくださると大変助かります。,0
417,瀬野晴美,2018年11月2日,2,無料の間はリストを作れないんですかね？この価格でこの曲数ならば、高いと思います。,2
418,outsider0y,2018年12月7日,1,ダウンロード済みの曲も再生できなくなった なぜ一向に改善されないのか 使用料を無駄に払ったことになっている,2
419,じんまな,2019年3月28日,1,アップデートしたら使えなくなった。金払ってるんだから早く対応しろ。,7
420,bsb Ayu,2019年5月28日,1,退会したいのに、何をどうしても ネットで退会の仕方を調べても 退会できるボタンが全く表示されない…,7
421,Moeka Hiramine,2019年6月16日,2,一週間ほど前までは普通に使えていたのに、突然音楽が流れなくなりました。,5
422,H D,2019年9月5日,1,問題が発生しましたと表示され、検索結果もまともに表示されない。 全く使えないので即アンインストールしました。,2
423,T T,2019年9月27日,1,詐欺アプリ、フィッシングアプリでログインしようとすると正しいパスワード入れてもログインできず。パスワードは抜き取られてしまいます。絶対取らないわように,19
424,J J,2019年10月26日,1,このコンテンツは認証されませんと出て再生出来ません。早急に対応願います。,1
425,たんすみかん,2019年12月12日,1,機能は、良いが有料そんなに簡単にはホイホイダセナカナ～〇〜#↑<+¥↓↑(° Ο °)ｵﾜﾀ,0
426,Takeshi HATTORI,2018年10月17日,1,Androidだと２段階認証のコードが送られてこないため、ログインできない。,4
427,煮干レンガ,2019年5月10日,1,買った曲を聞くのに月額料金必須とか説明ありましたっけ？とんだ詐欺アプリ。曲を買うのは絶対にやめましょう。金返せ。,10
428,フミクロ,2018年11月9日,1,2ファクタ認証でコードを打って「続ける」をタップしても認証画面が閉じてしまい先に進めない,0
429,jutarat,2019年6月16日,1,ライブラリがエラーで全く使えない、残念だがアンインストールだね。,2
430,saki,2019年8月23日,1,CDから取り込んだ曲が再生されない 基本的なことができない最低なパフォーマンス お金返してもらえないのかな,6
431,miho kamio,2019年1月27日,4,アップデートにより、LDAC対応機器との接続でも再生できるようになった。,0
432,g rie,2019年4月3日,1,止まりすぎ。聴いてても突然止まったり、アプリ自体停止したりが多すぎる,2
433,田崎喜代美,2019年10月11日,2,演歌視か知りません他歌把、興味ありません。音楽を聞いていると楽しくなります。元気になります。,5
434,小杉菜々香,2018年10月23日,2,ダウンロードしたプレイリストを屋外で再生しようとすると、WiFiに接続してくださいという表示が出て再生できません。バグですか？,0
435,ミルクティー,2019年6月23日,2,これはだめです❗使い物にならない AndroidならレコチョクやYouTube Musicのほうがいいですね。 はっきりいいます このアプリはゴミ以下のアプリです,2
436,Googleユーザー,2019年3月16日,1,使えなくなった！ お客様の国もしくは地域では使えませんって意味わからん！ バカにしとるのかや！！！！,2
437,高橋高橋,2019年6月1日,1,キャリア決済選ぶとエラーで登録できない こんないい加減なアプリみたことない もしかして、クレカ登録させようとしてるの？怖っ,3
438,T Y,2019年10月4日,1,途中からファミリープランに変更したが、同期出来ず、全く使えないアプリ。,0
439,けんとこしば,2019年10月12日,1,iTunesではなかった。やたらと有料会員をすすめてくるが、使いにくアプリだった。,0
440,みさ,2018年10月8日,5,iTunes Store限定配信の曲がAndroidで聴けたのでとても嬉しく思います。ありがとうございます。,3
441,キャラメルサイダー,2019年6月11日,1,購入した曲がリストに表示されないというよりリスト自体が存在しない,4
442,坂巻裕介,2019年2月2日,1,アップデートしてから、wifiが使えない環境だとリストが表示されないです。,0
443,Googleユーザー,2018年10月21日,1,曲が再生できなくなりました…どうしたら改善するのですか？どなたか教えて下さい,0
444,minami shinohara,2018年10月1日,2,リピート再生ボタンを押しても、アルバムを変えるとリセットされてしまうので不便,4
445,모모,2019年6月28日,1,Androidですが、曲が再生できなくなりました。早く対処してください。,3
446,Googleユーザー,2018年11月6日,1,レビューである通りアプデしたら聞けなくなり、インストールし直したら開けなくなりました。これだけレビューで改善求められてるのに対応遅くないですか？,0
447,Googleユーザー,2019年2月10日,1,支払い情報をタップしてるのに画面遷移しない 契約の同意ボタンを押しても反応しない,3
448,K Ari,2019年5月8日,1,ネットワークに問題がある、と言うエラーで使えない。,2
449,浅田翔,2019年6月27日,1,読み込み画面が永遠と続いて先に進めない。,2
450,Masaki Muramatsu,2019年3月21日,1,解約につながるボタンがアンドロイドに表示されない。不当に料金を取られた,0
451,乙キング,2019年10月17日,5,ほとんどの、曲が聞けるので最高です 歌詞のオートスクロールがとても使いやすいです。,15
452,tetuzan zende,2019年3月14日,1,どこが無料なの？有料登録しないと使えないみたい。表示に偽りあり。,1
453,たけに変わりました。,2019年4月26日,1,なぜか全て音楽が再生されません直して下さい。,3
454,銀木犀,2019年3月24日,1,再起動もサインインしても何しても曲が聞けないのでお金払いたくないです,2
455,microwave_マイクロウェーブ,2019年3月27日,2,急に開かなくなった。今までも重かったけど遂にアプデ後開かなくなった。早急な対応を願います,11
456,Googleユーザー,2018年12月30日,1,ミュージックライブラリがいつも読み込めない。購入専用？,1
457,月月,2019年11月2日,1,chromecastで再生できなくなった,3
458,Googleユーザー,2019年2月18日,3,好きなKPOPがほぼ網羅されてて良いけどダウンロードが全く進まない時が多々ある。,1
459,T- NAKASHIMA,2018年12月9日,1,バージョンアップしてからダウンロードした自分の曲が聞けない❗やたら月額会員に誘いこむポンコツアプリです,5
460,太田康宏,2019年7月9日,1,登録を何度してもはじかれます。 曲を聞く事も買うこともできません。,4
461,Googleユーザー,2019年2月21日,1,いくらプレイリストに追加しようとしても 曲が追加されない 使いにくすぎ,5
462,りえ,2019年4月5日,1,曲が再生できない もちろんiPhoneとiPadでは問題なく使えるがAndroidだけ使えない 使用機種はGalaxy note9,1
463,C S,2019年4月2日,1,聴きたいのに押しても聴けない。お金ちゃんと払ってるのだからしっかりして欲しいです😭😭😭,5
464,日髙学,2019年8月8日,1,曲が再生出来なくなりました 早く改善してほしいです,11
465,ヨコヤマタカシ,2019年10月29日,1,ステーションが開始できないトラブル発生中,1
466,genocidal sybarite,2020年4月1日,1,ダウンロード漏れが酷い 選択した曲のうち2割はダウンロードされてないぞ,0
467,stance love,2019年1月11日,1,音楽が再生されません。 せっかく使用料を払ったのにふざけるな,0
468,06 22,2019年9月4日,2,プレイリストを作って曲を入れる作業をしてたら画面が切り替わって何回もやり直しになる,33
469,m o,2019年2月21日,1,一曲も再生できなかったので1時間で解約した。,0
470,知華和花月,2019年6月24日,1,音楽が再生さえ出来なくなっています。早急に対応をお願いします。,2
471,ハードハーヴェスト,2019年7月5日,1,アルバム開くまでならできるけど再生ができません。無料期間中です。,0
472,黒島大樹,2019年8月14日,1,ダウンロード済みの曲再生するのに時間かかりすぎ タップしても再生されないことも多々ある,9
473,Googleユーザー,2018年10月27日,1,SonyのWH-1000XM2とペアリングしていると再生がまったくできません。,1
474,chi w,2019年4月4日,1,更新されたらダウンロードが勝手に全部消えました。最悪。,2
475,佐々木大樹,2019年5月1日,1,動作重いしオフラインで再生できないです。,2
476,我が名ははる,2019年1月24日,3,音量を操作するアプリと競合して開けなくなった。,1
477,海星,2019年3月25日,1,音楽をダウンロードできない。ダウンロード中でずっと止まってる。,1
478,ちー,2019年3月26日,4,K-POPが豊富で使ってます。ただ、タイマー機能をつけてくれたら嬉しいです。検討お願いします。,12
479,産寧寝太郎,2018年11月17日,1,何度やっても最初の登録自体ができない。もう諦めた。,11
480,Googleユーザー,2019年2月6日,4,最近急に、ダウンロード済の曲がオフライン再生出来なくなった。,1
481,れぶる,2019年1月14日,1,現状：購入した曲全て一切再生出来ない,0
482,Googleユーザー,2019年5月13日,3,ストレージが充分残っているのにダウンロードが出来なくなる,5
483,ジヒョナヨン,2019年7月30日,1,登録しないと聞けません。 3か月だけ無料です。 高校を入力したかったのですが 自分の高校が出てきませんでした｡,2
484,Akira Oaku,2019年1月18日,1,XPERIA XZ3 (SOV39)では音符マークで止まり全く起動しません！対策を！！,1
485,Googleユーザー,2019年3月14日,1,広告がしつこい！ ライブラリーが読み込めない！,1
486,名無しのウサギ,2019年4月6日,2,曲をダウンロードするとジャケットの画像が正常に表示されません。,1
487,筒井繁之,2018年10月15日,1,Androidユーザーです。起動即強制終了な状態です。,0
488,秋山好古,2019年6月16日,1,これはない エラーでまともに動作しない Spotifyの優れた操作感に遠く及ばず,2
489,サトミタダシ,2019年5月14日,1,探しやすそうで、意外に探しずらい。無料期間終わったら、削除かな,4
490,yusuke kurosawa,2019年8月12日,2,ダウンロードした曲順がバラバラになるのが気になります。改善よろしくお願いします。,5
491,m t,2018年10月16日,1,今日登録しましたが全く再生できません、無料じゃないのにひどいです,0
492,平井あっキング,2019年4月18日,1,くそ役立たず！ログインで認証失敗とかでて二重摂取しようとする詐欺アプリ,0
493,水野友太,2019年7月30日,2,androidで使用しています。ジャケットが表示されないことが多々あります！,4
494,Googleユーザー,2019年3月20日,2,メンバーシップの管理をタップできないせいで解約ができません。,0
495,真篠香苗,2019年4月2日,1,曲が聴けない。バグってる私だけ？,9
496,治柳,2019年4月4日,1,ダウンロード済みの曲が再度DLしないと聞けなくなりました。,6
497,Googleユーザー,2018年11月19日,2,Androidでも使えるって知って使おうと思ったけどタブレットで使えないってどういうことよw 仕方ないからスマホで使ってるけどタブでも使えるようにしてくれ！,1
498,ジュラ,2019年5月5日,1,ダウンロードした曲が全部消えて再生ができなくなる,3
499,IZUMI TAKUMI,2019年2月3日,2,すべての楽曲が聴けません。 Android端末を使用しています。,2
500,アカナ,2019年3月7日,3,まあバグが多いね。もう少しちゃんとしてくれないとなあ、、、とは思う,0
501,空飛ぶ稲妻,2019年5月11日,1,何時間試しても登録すらできない、怒りすら覚えた、出来ることなら、このアプリ自体消えて欲しいと切に願うそれだけ,5
502,まる,2019年7月28日,4,とてもいいです ただジャケット絵がしっかり表示されないものがあるのが気になります,15
503,tot 1998,2019年10月3日,2,アーティスト内から聞ける曲が減った わざわざ曲名も一緒に検索しないといけないのは 使いづらすぎる,3
504,Shunichi Matsumoto,2019年4月3日,3,全く再生しなくなった。金返せ、コラッ❗️あっいつの間にか再生できるようになった。金返さないでいいです。,3
505,y tsuyoping,2019年3月31日,1,アップデートしたらせっかくダウンロードした曲が全て消えた。,10
506,りゅーい,2018年11月13日,1,登録段階でエラーが出て一切進めない,0
507,山内幸治,2019年2月6日,1,スマホを修理に出し再ダウンロードしたら制限がかかりつかえなくなった。,1
508,blue rakun dj,2019年5月21日,5,ライブラリでエラーが起きて開きません。助けてください,3
509,おむすび本舗.,2019年1月19日,1,認証エラーがでる機能のついたアプリです,2
510,クロユウ,2019年6月14日,1,全く再生されなくなった契約してるのに聞けないのは詐欺では？,4
511,越智剣心,2019年1月15日,1,まず曲がないじたい話にならん よーこんなアプリ作ったなぁ？ 恥ずかしいないんか？なんや、日本では検索がないですって なめとるのもたいがいやぞ,7
512,久保田幸子,2019年7月8日,3,何故かメールアドレスが無効になる。,1
513,春山光,2019年10月25日,5,いろんな、曲があるから、楽しい！,0
514,Katamoto Kishi,2019年2月5日,2,アップデートしたあとすべて再生できなくなりまた。,2
515,アシタノ神,2019年11月23日,1,アカウントを登録出来ない,0
516,Googleユーザー,2019年2月13日,2,プレイリスト編集中に何度も落ちる…,0
517,T M,2019年5月11日,1,重いし、支払登録できなくて使えないからアンインストールします,1
518,木村愛美,2019年4月1日,1,今回の更新でキャリア決済に登録してもできないのは何故？,4
519,性悟火の玉ボーイ・,2018年11月23日,4,年ごとに検索できる機能があったら嬉しいです！,5
520,裕幸楠本,2019年2月24日,1,ダウンロード済みの曲を再生しようとすると、通信を求められる。なにこれ？,6
521,さゆ,2019年5月31日,2,学生なのでそのプランを利用したいのに、学校検索で在籍する学校が全く出てきません。,6
522,Y T,2018年9月28日,2,ダウンロードしてる曲は聴けるんですがしてない曲は聴けないしダウンロード出来ません,5
523,Kanae Haruki,2019年2月2日,3,プレイリストの再生と編集ができません。。,1
524,Googleユーザー,2018年11月20日,5,心地よい音階や響き方が良かったです。,0
525,あいらっびゅー,2019年1月17日,1,そもそも決済が出来ないのですが...確認エラーがひどい,1
526,あさああ,2020年2月3日,2,再生されなくなった,0
527,Googleユーザー,2018年12月27日,1,いきなり再生押してもなにしても曲が聞けなくなったんですけどどうしたらいいですか？,3
528,田中ひかる,2019年3月26日,1,アップデートしてからアプリが一切開けない。,0
529,０６キノ,2019年9月11日,5,いつもお世話になってます。評価が低い理由が分かりせんが、私は使いやすいと思います。,3
530,けんじ,2019年3月9日,1,再生できないミュージシャンアプリにどんな価値を見い出せば良いのか…,3
531,kayot kayot,2019年6月18日,1,ライブラリーにミュージックを取り込めないので全く使えない！XPERIAです,2
532,Naoki P,2019年9月25日,4,全面スクリーンの対応を早めに実行してください,2
533,Googleユーザー,2019年5月7日,1,起動していないのにアプリを停止と表示される。他のアプリを起動すると すぐに停止する😃 マルチで使えない‼️ iPhoneじゃなきゃダメか,0
534,キャラメル煮,2019年5月5日,1,Androidからインストールしましたが、使いづらい、単刀直入に言うとゴミ。金返せ,0
535,김연아,2019年1月28日,1,再生できないしサポートの質も悪い。,1
536,JACK HIGH,2019年12月24日,3,もっと曲を増やしてほしいな～,0
537,Kazunori Chikamura,2019年2月4日,1,今使っているアップルIDでログインできませんでした。,1
538,2足歩行は楽しいな!,2018年9月17日,4,唯一の不満点は一部の洋楽アーティストの名前がカタカナに成ること。せめて共通させて欲しい、凄く気持ち悪い。,0
539,小笠原陸,2019年4月5日,1,バグでダウンロードした楽曲が消えた,1
540,ジョースタージョナサン,2019年1月17日,1,iTunesのライブラリが反映されない。,0
541,Googleユーザー,2018年10月16日,1,無料トライアルも出来ない。終わってる,1
542,フランスパン工房,2019年7月15日,1,アプデ来ても相変わらず曲が再生されない。解約する。じゃあなゴミ,15
543,やまもと,2019年6月17日,2,お住まいの国や地域で聞けないとのことですが、なにか設定がまずかったのでしょうか…,1
544,Motoki Nakasima,2018年12月14日,4,アーティストの楽曲の全曲表示さえ出来たら本当に素晴らしいアプリ,4
545,boy sun,2019年1月9日,3,曲を再生してると急に止まります,1
546,Milky channel,2019年11月1日,2,更新してからバグが酷いです。,0
547,MOTCHIM JM,2018年12月3日,1,支払いさえできない。好きで使ってたのに😭,0
548,akira suzuki,2018年9月27日,1,appleID入れてもログインできない　iPhoneの方で使えるのに　全く意味ない,2
549,立井戸良,2018年10月14日,1,確認コードが送られてこない。サインイン不可,3
550,サンタサクヤ,2019年7月17日,2,昨日まで普通に聞けてたのに、今日急に音楽が再生されなくなった。ナゼ⁉️,4
551,Googleユーザー,2019年3月4日,3,欲しい、有名な曲がない。それがあれば最高なんだけどなぁ。。,0
552,Akira Kashihara,2019年2月27日,1,ループ再生がうまくいかない,3
553,Makoto FUKuda,2019年2月6日,1,何も聴けないし、何もダウンロード出来ない…どういうこと？,4
554,Googleユーザー,2018年11月27日,5,再インストール♪再インストール♪したら動きが軽くなった！！ｗｗ,5
555,瀧川靖史,2018年11月9日,1,全く再生できない。使えない。,0
556,アイカワレンジ,2019年6月17日,3,途中で途切れるので、楽しめない。,0
557,nanahoshi07,2019年5月1日,2,メニュータップしてもメンバーシップとかの項目がないのはなんででしょうか,3
558,吾,2019年8月2日,1,曲が再生できなくなりました。,12
559,しげ,2019年4月20日,1,「ダウンロード済み」の項目が消えました。対応お願いいたします。,4
560,s. yasu,2019年1月10日,1,ダウンロードした曲が再生できない！金返せコラ！🖕,1
561,山下正弘,2019年3月28日,1,アンドロイドで開かなくなった。 原因不明,5
562,あんだちよしのり,2019年3月31日,1,何度も何度も新規登録しようとしたがキャリア決済ができない,0
563,leo AIZE,2019年3月3日,1,何て購入した曲をダウンロード出来ないの!?おかしいよね！金返せ!!,2
564,柏木太郎,2018年9月14日,1,xperiaxz1、曲を押しても再生されません,1
565,月永灯里,2019年8月4日,3,音楽を聞こうとして聞けないのがしばらく続いてます 出る気だけはやめに音楽を聞きたいです,5
566,克己沖井,2019年3月30日,1,アンドロイドXPERIAですが、アップロード後全く起動しない,3
567,ささくれさいた,2019年1月23日,1,解約しようと思ってメンバーシップ管理？が表示されず解約手続きができません。,1
568,杉本由香里,2019年4月2日,1,曲が再生できなくなりました。,4
569,S M,2019年4月8日,1,機種変更したら契約させられたけど使い物にならないアプリ,0
570,リヴァプールファンペダル,2019年7月30日,1,学生なのに学生のプランが使えない 確かに使いやすいかもしれないけど ここまで親切じゃないと思いませんでした,7
571,坂本青白,2019年2月15日,2,何度もサインインの為のパスワード入力を求められる その度に曲がとまる,2
572,tomoki T,2019年6月27日,5,古い曲やマニアックな曲まで探せて　音もイイので　このアプリだけで楽しめてます,3
573,Keita Yoshida,2020年4月13日,3,操作性が悪い,0
574,トマトケチャップ業務用,2019年10月16日,1,Android端末で使えたものじゃないね iPhoneでダウンロード出来てAndroidにはダウンロードさせない気満々,5
575,yuki takahashi,2019年10月17日,1,XPERIA ZX3で再生できません改善よろしくお願いします,4
576,三浦晃典,2019年7月14日,3,アルバムアートワークのバグが酷いです,0
577,sat sat,2019年8月28日,1,無料で既ダウンロード音楽をライブラリから聞けるのかと思いきや、アプリ利用者全員に強制有料なんですね……,0
578,graddyman G,2019年10月22日,1,アラーム音に指定できない,1
579,T. Ichi,2019年11月17日,3,大好きなんですが、急に再生できなくなり困ってます、、,0
580,田中敬人,2018年12月4日,2,時々バグって曲が流せなくなる,0
581,さくらいサブ アカウント,2018年11月3日,1,以前から横画面で使いづらかったが アップデートしたら使えなくなった,0
582,Y_O dandelion,2019年9月26日,1,Androidユーザーだけがこれ使うのに課金すんのはおかしい。,1
583,Neptune Private English Conversation Lesson,2019年4月2日,1,歌詞が表示されなくなった。。,0
584,Kei Tsurumi,2019年5月26日,1,音楽の再生すらできない,0
585,suke 3n,2018年11月8日,1,曲の頭飛び多発します。,1
586,近藤宏美,2019年4月23日,1,CDで取り込んだ曲が聞けない,0
587,ko ya_yu,2019年6月24日,1,曲が再生できなくなった,4
588,岸部ゴズリング,2018年10月25日,1,起動もろくに出来ないクアプリ いい加減にしろ,2
589,silver surfer_a,2019年8月16日,4,音がいいし最新作もある。さすがだ。,2
590,高山佳徳,2019年4月1日,2,今回の更新により音楽を聴くことができなくなりました,9
591,むつみ,2019年5月31日,2,突然、ライブラリが エラーになりました,0
592,早川愛,2018年9月21日,2,お金払ってるのに 再生出来ない。 改善してくれないとただの詐欺アプリ,23
593,ヌコ,2019年9月24日,1,ファミリー共有できないのに選択肢に出してくるの理解不能,2
594,矢崎和磨,2019年8月3日,1,最終登録のところで最初の画面になってウザイ 詐欺ですね,3
595,あずにゃん,2019年3月28日,2,聴ける曲が少なめ。,1
596,けたくま,2019年4月22日,1,規約に同意したところから先に進まない。ふざけてますか？Androidだからってことはないでしょうけど、不信感。,2
597,一貴,2019年8月9日,1,ジャケット画像表示が変,4
598,園田いつみ,2019年8月22日,4,便利音楽の音がクリアで綺麗,2
599,雪見大福,2019年1月4日,1,ログインすらさせてもらえず……。,3
600,googl e,2019年6月1日,1,色々登録させたくせにサインイン出来ない。クソだな,5
601,Kei Ruka,2019年3月27日,1,急に開けなくなった。使えない。,2
602,ふじ,2018年11月9日,1,アカウントの作成すらできない 次へを押したらその先にいけない,0
603,3rd strike,2019年2月6日,1,キャリア決済できない。エラーとかまじクソ。,4
604,鶴岡武,2019年9月12日,1,有り得ない!! 最近本当に良い音楽アプリがない！！,1
605,Googleユーザー,2018年10月1日,1,サインインがタップできない,0
606,Takashi Matsuoka,2019年10月20日,1,課金を強制的に要求されるのが鬱陶しい,4
607,whistle-kunくちぶえ君,2019年6月5日,2,再生できなくなった。困る！,2
608,佐藤龍生,2019年8月19日,4,もう少し曲のラインナップがあった方がいい,0
609,Googleユーザー,2018年12月15日,1,ログインすらできない。ゴミ級アプリ,2
610,Akemi Og.,2019年5月27日,2,全然歌が聞こえない。,1
611,ns-1 2st,2019年10月17日,5,なかなか良くなってきている。 このままバクが減るのを望む,0
612,c j,2019年6月7日,3,再生出来なくなりました😢(android),0
613,魚図鑑,2019年1月4日,1,ダウンロードできなくなってる。,2
614,hero march,2019年4月23日,1,ゴミあぷりでしかない ダウンロード出来ない。2時間かけて1曲もダウンロード出来ない,2
615,小林 裕子,2019年10月23日,5,曲が多いから、とても良い,5
616,安堂武,2020年3月6日,2,なんか違うんだよなぁ YouTubeでよくね？,0
617,網野有機,2020年1月7日,1,"斉藤壮馬のデートっていう曲なんですけど てへぺろがどうやったらゲロゲロに聞こえるんですか？合いの手だから適当でいいと思ってるんですか？ ""そろそろ手とか繋いじゃいたい、なんてね""の後にゲロゲロっておかしいと思わなかった？めっちゃ笑ったけど自分みたいな過激派がまた来るかもわからないので早いとこ書き直して下さい。 新曲出て沢山の人が聞くと思うので。 よろしくお願いします。",0
618,Ruby Bea,2019年6月20日,5,安室ちゃんAppleMusicで解禁ということでSpotifyから乗り換えました！,1
619,Googleユーザー,2019年7月16日,1,バグ多すぎ。早く治して,2
